kode_kecamatan,kode_provinsi,kode_kabupaten,nama_kecamatan
"18","33","01","Cipari"
"19","33","01","Patimuan"
"20","33","01","Bantarsari"
"21","33","01","Cilacap Selatan"
"22","33","01","Cilacap Tengah"
"23","33","01","Cilacap Utara"
"24","33","01","Kampung Laut"
"01","33","02","Lumbir"
"02","33","02","Wangon"
"03","33","02","Jatilawang"
"04","33","02","Rawalo"
"05","33","02","Kebasen"
"06","33","02","Kemranjen"
"07","33","02","Sumpiuh"
"08","33","02","Tambak"
"09","33","02","Somagede"
"10","33","02","Kalibagor"
"11","33","02","Banyumas"
"12","33","02","Patikraja"
"13","33","02","Purwojati"
"14","33","02","Ajibarang"
"15","33","02","Gumelar"
"16","33","02","Pekuncen"
"17","33","02","Cilongok"
"18","33","02","Karanglewas"
"19","33","02","Sokaraja"
"20","33","02","Kembaran"
"21","33","02","Sumbang"
"22","33","02","Baturraden"
"23","33","02","Kedungbanteng"
"24","33","02","Purwokerto Selatan"
"25","33","02","Purwokerto Barat"
"26","33","02","Purwokerto Timur"
"27","33","02","Purwokerto Utara"
"01","33","03","Kemangkon"
"02","33","03","Bukateja"
"03","33","03","Kejobong"
"04","33","03","Kaligondang"
"05","33","03","Purbalingga"
"06","33","03","Kalimanah"
"07","33","03","Kutasari"
"08","33","03","Mrebet"
"09","33","03","Bobotsari"
"10","33","03","Karangreja"
"11","33","03","Karanganyar"
"12","33","03","Karangmoncol"
"13","33","03","Rembang"
"14","33","03","Bojongsari"
"15","33","03","Padamara"
"16","33","03","Pengadegan"
"17","33","03","Karangjambu"
"18","33","03","Kertanegara"
"01","33","04","Susukan"
"02","33","04","Purworeja Klampok"
"03","33","04","Mandiraja"
"04","33","04","Purwanegara"
"05","33","04","Bawang"
"06","33","04","Banjarnegara"
"07","33","04","Sigaluh"
"08","33","04","Madukara"
"09","33","04","Banjarmangu"
"10","33","04","Wanadadi"
"11","33","04","Rakit"
"12","33","04","Punggelan"
"13","33","04","Karangkobar"
"14","33","04","Pagentan"
"15","33","04","Pejawaran"
"16","33","04","Batur"
"17","33","04","Wanayasa"
"18","33","04","Kalibening"
"19","33","04","Pandanarum"
"20","33","04","Pagedongan"
"01","33","05","Ayah"
"02","33","05","Buayan"
"03","33","05","Puring"
"04","33","05","Petanahan"
"05","33","05","Klirong"
"06","33","05","Buluspesantren"
"07","33","05","Ambal"
"08","33","05","Mirit"
"09","33","05","Prembun"
"10","33","05","Kutowinangun"
"11","33","05","Alian"
"12","33","05","Kebumen"
"13","33","05","Pejagoan"
"14","33","05","Sruweng"
"15","33","05","Adimulyo"
"16","33","05","Kuwarasan"
"17","33","05","Rowokele"
"18","33","05","Sempor"
"19","33","05","Gombong"
"20","33","05","Karanganyar"
"21","33","05","Karanggayam"
"22","33","05","Sadang"
"23","33","05","Bonorowo"
"24","33","05","Padureso"
"25","33","05","Poncowarno"
"26","33","05","Karangsambung"
"01","33","06","Grabag"
"02","33","06","Ngombol"
"03","33","06","Purwodadi"
"04","33","06","Bagelen"
"05","33","06","Kaligesing"
"06","33","06","Purworejo"
"07","33","06","Banyuurip"
"08","33","06","Bayan"
"09","33","06","Kutoarjo"
"10","33","06","Butuh"
"11","33","06","Pituruh"
"12","33","06","Kemiri"
"13","33","06","Bruno"
"14","33","06","Gebang"
"15","33","06","Loano"
"16","33","06","Bener"
"01","33","07","Wadaslintang"
"02","33","07","Kepil"
"03","33","07","Sapuran"
"04","33","07","Kaliwiro"
"05","33","07","Leksono"
"06","33","07","Selomerto"
"07","33","07","Kalikajar"
"08","33","07","Kertek"
"09","33","07","Wonosobo"
"10","33","07","Watumalang"
"11","33","07","Mojotengah"
"12","33","07","Garung"
"13","33","07","Kejajar"
"14","33","07","Sukoharjo"
"15","33","07","Kalibawang"
"01","33","08","Salaman"
"02","33","08","Borobudur"
"03","33","08","Ngluwar"
"04","33","08","Salam"
"05","33","08","Srumbung"
"06","33","08","Dukun"
"07","33","08","Sawangan"
"08","33","08","Muntilan"
"09","33","08","Mungkid"
"10","33","08","Mertoyudan"
"11","33","08","Tempuran"
"12","33","08","Kajoran"
"13","33","08","Kaliangkrik"
"14","33","08","Bandongan"
"15","33","08","Candimulyo"
"16","33","08","Pakis"
"17","33","08","Ngablak"
"18","33","08","Grabag"
"19","33","08","Tegalrejo"
"20","33","08","Secang"
"21","33","08","Windusari"
"01","33","09","Selo"
"02","33","09","Ampel"
"03","33","09","Cepogo"
"04","33","09","Musuk"
"05","33","09","Boyolali"
"06","33","09","Mojosongo"
"07","33","09","Teras"
"08","33","09","Sawit"
"09","33","09","Banyudono"
"10","33","09","Sambi"
"11","33","09","Ngemplak"
"12","33","09","Nogosari"
"13","33","09","Simo"
"14","33","09","Karanggede"
"15","33","09","Klego"
"16","33","09","Andong"
"17","33","09","Kemusu"
"18","33","09","Wonosegoro"
"19","33","09","Juwangi"
"20","33","09","Gladagsari"
"21","33","09","Tamansari"
"22","33","09","Wonosamodro"
"01","33","10","Prambanan"
"02","33","10","Gantiwarno"
"03","33","10","Wedi"
"04","33","10","Bayat"
"05","33","10","Cawas"
"06","33","10","Trucuk"
"07","33","10","Kebonarum"
"08","33","10","Jogonalan"
"09","33","10","Manisrenggo"
"10","33","10","Karangnongko"
"11","33","10","Ceper"
"12","33","10","Pedan"
"13","33","10","Karangdowo"
"14","33","10","Juwiring"
"15","33","10","Wonosari"
"16","33","10","Delanggu"
"17","33","10","Polanharjo"
"18","33","10","Karanganom"
"19","33","10","Tulung"
"20","33","10","Jatinom"
"21","33","10","Kemalang"
"22","33","10","Ngawen"
"23","33","10","Kalikotes"
"24","33","10","Klaten Utara"
"25","33","10","Klaten Tengah"
"26","33","10","Klaten Selatan"
"01","33","11","Weru"
"02","33","11","Bulu"
"03","33","11","Tawangsari"
"04","33","11","Sukoharjo"
"05","33","11","Nguter"
"06","33","11","Bendosari"
"07","33","11","Polokarto"
"08","33","11","Mojolaban"
"09","33","11","Grogol"
"10","33","11","Baki"
"11","33","11","Gatak"
"12","33","11","Kartasura"
"01","33","12","Pracimantoro"
"02","33","12","Giritontro"
"03","33","12","Giriwoyo"
"04","33","12","Batuwarno"
"05","33","12","Tirtomoyo"
"06","33","12","Nguntoronadi"
"07","33","12","Baturetno"
"08","33","12","Eromoko"
"09","33","12","Wuryantoro"
"10","33","12","Manyaran"
"11","33","12","Selogiri"
"12","33","12","Wonogiri"
"13","33","12","Ngadirojo"
"14","33","12","Sidoharjo"
"15","33","12","Jatiroto"
"16","33","12","Kismantoro"
"17","33","12","Purwantoro"
"18","33","12","Bulukerto"
"19","33","12","Slogohimo"
"20","33","12","Jatisrono"
"21","33","12","Jatipurno"
"22","33","12","Girimarto"
"23","33","12","Karangtengah"
"24","33","12","Paranggupito"
"25","33","12","Puhpelem"
"01","33","13","Jatipuro"
"02","33","13","Jatiyoso"
"03","33","13","Jumapolo"
"04","33","13","Jumantono"
"05","33","13","Matesih"
"06","33","13","Tawangmangu"
"07","33","13","Ngargoyoso"
"08","33","13","Karangpandan"
"09","33","13","Karanganyar"
"10","33","13","Tasikmadu"
"11","33","13","Jaten"
"12","33","13","Colomadu"
"13","33","13","Gondangrejo"
"14","33","13","Kebakkramat"
"15","33","13","Mojogedang"
"16","33","13","Kerjo"
"17","33","13","Jenawi"
"01","33","14","Kalijambe"
"02","33","14","Plupuh"
"03","33","14","Masaran"
"04","33","14","Kedawung"
"05","33","14","Sambirejo"
"06","33","14","Gondang"
"07","33","14","Sambungmacan"
"08","33","14","Ngrampal"
"09","33","14","Karangmalang"
"10","33","14","Sragen"
"11","33","14","Sidoharjo"
"12","33","14","Tanon"
"13","33","14","Gemolong"
"14","33","14","Miri"
"15","33","14","Sumberlawang"
"16","33","14","Mondokan"
"17","33","14","Sukodono"
"18","33","14","Gesi"
"19","33","14","Tangen"
"20","33","14","Jenar"
"01","33","15","Kedungjati"
"02","33","15","Karangrayung"
"03","33","15","Penawangan"
"04","33","15","Toroh"
"05","33","15","Geyer"
"06","33","15","Pulokulon"
"07","33","15","Kradenan"
"08","33","15","Gabus"
"09","33","15","Ngaringan"
"10","33","15","Wirosari"
"11","33","15","Tawangharjo"
"12","33","15","Grobogan"
"13","33","15","Purwodadi"
"14","33","15","Brati"
"15","33","15","Klambu"
"16","33","15","Godong"
"17","33","15","Gubug"
"18","33","15","Tegowanu"
"19","33","15","Tanggungharjo"
"01","33","16","Jati"
"02","33","16","Randublatung"
"03","33","16","Kradenan"
"04","33","16","Kedungtuban"
"05","33","16","Cepu"
"06","33","16","Sambong"
"07","33","16","Jiken"
"08","33","16","Jepon"
"09","33","16","Blora"
"10","33","16","Tunjungan"
"11","33","16","Banjarejo"
"12","33","16","Ngawen"
"13","33","16","Kunduran"
"14","33","16","Todanan"
"15","33","16","Bogorejo"
"16","33","16","Japah"
"01","33","17","Sumber"
"02","33","17","Bulu"
"03","33","17","Gunem"
"04","33","17","Sale"
"05","33","17","Sarang"
"06","33","17","Sedan"
"07","33","17","Pamotan"
"08","33","17","Sulang"
"09","33","17","Kaliori"
"10","33","17","Rembang"
"11","33","17","Pancur"
"12","33","17","Kragan"
"13","33","17","Sluke"
"14","33","17","Lasem"
"01","33","18","Sukolilo"
"02","33","18","Kayen"
"03","33","18","Tambakromo"
"04","33","18","Winong"
"05","33","18","Pucakwangi"
"06","33","18","Jaken"
"07","33","18","Batangan"
"08","33","18","Juwana"
"09","33","18","Jakenan"
"10","33","18","Pati"
"11","33","18","Gabus"
"12","33","18","Margorejo"
"13","33","18","Gembong"
"14","33","18","Tlogowungu"
"15","33","18","Wedarijaksa"
"16","33","18","Margoyoso"
"17","33","18","Gunungwungkal"
"18","33","18","Cluwak"
"19","33","18","Tayu"
"20","33","18","Dukuhseti"
"21","33","18","Trangkil"
"01","33","19","Kaliwungu"
"02","33","19","Kota Kudus"
"03","33","19","Jati"
"04","33","19","Undaan"
"05","33","19","Mejobo"
"06","33","19","Jekulo"
"07","33","19","Bae"
"08","33","19","Gebog"
"09","33","19","Dawe"
"01","33","20","Kedung"
"02","33","20","Pecangaan"
"03","33","20","Welahan"
"04","33","20","Mayong"
"05","33","20","Batealit"
"06","33","20","Jepara"
"07","33","20","Mlonggo"
"08","33","20","Bangsri"
"09","33","20","Keling"
"10","33","20","Karimunjawa"
"11","33","20","Tahunan"
"12","33","20","Nalumsari"
"13","33","20","Kalinyamatan"
"14","33","20","Kembang"
"15","33","20","Pakis Aji"
"16","33","20","Donorojo"
"01","33","21","Mranggen"
"02","33","21","Karangawen"
"03","33","21","Guntur"
"04","33","21","Sayung"
"05","33","21","Karangtengah"
"06","33","21","Wonosalam"
"07","33","21","Dempet"
"08","33","21","Gajah"
"09","33","21","Karanganyar"
"10","33","21","Mijen"
"11","33","21","Demak"
"12","33","21","Bonang"
"13","33","21","Wedung"
"14","33","21","Kebonagung"
"01","33","22","Getasan"
"02","33","22","Tengaran"
"03","33","22","Susukan"
"04","33","22","Suruh"
"05","33","22","Pabelan"
"06","33","22","Tuntang"
"07","33","22","Banyubiru"
"08","33","22","Jambu"
"09","33","22","Sumowono"
"10","33","22","Ambarawa"
"11","33","22","Bawen"
"12","33","22","Bringin"
"13","33","22","Bergas"
"15","33","22","Pringapus"
"16","33","22","Bancak"
"17","33","22","Kaliwungu"
"18","33","22","Ungaran Barat"
"19","33","22","Ungaran Timur"
"20","33","22","Bandungan"
"01","33","23","Bulu"
"02","33","23","Tembarak"
"03","33","23","Temanggung"
"04","33","23","Pringsurat"
"05","33","23","Kaloran"
"06","33","23","Kandangan"
"07","33","23","Kedu"
"08","33","23","Parakan"
"09","33","23","Ngadirejo"
"10","33","23","Jumo"
"11","33","23","Tretep"
"12","33","23","Candiroto"
"13","33","23","Kranggan"
"14","33","23","Tlogomulyo"
"15","33","23","Selopampang"
"16","33","23","Bansari"
"17","33","23","Kledung"
"18","33","23","Bejen"
"19","33","23","Wonoboyo"
"20","33","23","Gemawang"
"01","33","24","Plantungan"
"02","33","24","Pageruyung"
"03","33","24","Sukorejo"
"04","33","24","Patean"
"05","33","24","Singorojo"
"06","33","24","Limbangan"
"07","33","24","Boja"
"08","33","24","Kaliwungu"
"09","33","24","Brangsong"
"10","33","24","Pegandon"
"11","33","24","Gemuh"
"12","33","24","Weleri"
"13","33","24","Cepiring"
"14","33","24","Patebon"
"15","33","24","Kendal"
"16","33","24","Rowosari"
"17","33","24","Kangkung"
"18","33","24","Ringinarum"
"19","33","24","Ngampel"
"20","33","24","Kaliwungu Selatan"
"01","33","25","Wonotunggal"
"02","33","25","Bandar"
"03","33","25","Blado"
"04","33","25","Reban"
"05","33","25","Bawang"
"06","33","25","Tersono"
"07","33","25","Gringsing"
"08","33","25","Limpung"
"09","33","25","Subah"
"10","33","25","Tulis"
"11","33","25","Batang"
"12","33","25","Warungasem"
"13","33","25","Kandeman"
"14","33","25","Pecalungan"
"15","33","25","Banyuputih"
"01","33","26","Kandangserang"
"02","33","26","Paninggaran"
"03","33","26","Lebakbarang"
"04","33","26","Petungkriyono"
"05","33","26","Talun"
"06","33","26","Doro"
"07","33","26","Karanganyar"
"08","33","26","Kajen"
"09","33","26","Kesesi"
"10","33","26","Sragi"
"11","33","26","Bojong"
"12","33","26","Wonopringgo"
"13","33","26","Kedungwuni"
"14","33","26","Buaran"
"15","33","26","Tirto"
"16","33","26","Wiradesa"
"17","33","26","Siwalan"
"18","33","26","Karangdadap"
"19","33","26","Wonokerto"
"01","33","27","Moga"
"02","33","27","Pulosari"
"03","33","27","Belik"
"04","33","27","Watukumpul"
"05","33","27","Bodeh"
"06","33","27","Bantarbolang"
"07","33","27","Randudongkal"
"08","33","27","Pemalang"
"09","33","27","Taman"
"10","33","27","Petarukan"
"11","33","27","Ampelgading"
"12","33","27","Comal"
"13","33","27","Ulujami"
"14","33","27","Warungpring"
"01","33","28","Margasari"
"02","33","28","Bumijawa"
"03","33","28","Bojong"
"04","33","28","Balapulang"
"05","33","28","Pagerbarang"
"06","33","28","Lebaksiu"
"07","33","28","Jatinegara"
"08","33","28","Kedungbanteng"
"09","33","28","Pangkah"
"10","33","28","Slawi"
"11","33","28","Adiwerna"
"12","33","28","Talang"
"13","33","28","Dukuhturi"
"14","33","28","Tarub"
"15","33","28","Kramat"
"16","33","28","Suradadi"
"17","33","28","Warureja"
"18","33","28","Dukuhwaru"
"01","33","29","Salem"
"02","33","29","Bantarkawung"
"03","33","29","Bumiayu"
"04","33","29","Paguyangan"
"05","33","29","Sirampog"
"06","33","29","Tonjong"
"07","33","29","Jatibarang"
"08","33","29","Wanasari"
"09","33","29","Brebes"
"10","33","29","Songgom"
"11","33","29","Kersana"
"12","33","29","Losari"
"13","33","29","Tanjung"
"14","33","29","Bulakamba"
"15","33","29","Larangan"
"16","33","29","Ketanggungan"
"17","33","29","Banjarharjo"
"01","33","71","Magelang Selatan"
"02","33","71","Magelang Utara"
"03","33","71","Magelang Tengah"
"01","33","72","Laweyan"
"02","33","72","Serengan"
"03","33","72","Pasar Kliwon"
"04","33","72","Jebres"
"05","33","72","Banjarsari"
"01","33","73","Sidorejo"
"02","33","73","Tingkir"
"03","33","73","Argomulyo"
"04","33","73","Sidomukti"
"01","33","74","Semarang Tengah"
"02","33","74","Semarang Utara"
"03","33","74","Semarang Timur"
"04","33","74","Gayamsari"
"05","33","74","Genuk"
"06","33","74","Pedurungan"
"07","33","74","Semarang Selatan"
"08","33","74","Candisari"
"09","33","74","Gajahmungkur"
"10","33","74","Tembalang"
"11","33","74","Banyumanik"
"12","33","74","Gunungpati"
"13","33","74","Semarang Barat"
"14","33","74","Mijen"
"15","33","74","Ngaliyan"
"16","33","74","Tugu"
"01","33","75","Pekalongan Barat"
"02","33","75","Pekalongan Timur"
"03","33","75","Pekalongan Utara"
"04","33","75","Pekalongan Selatan"
"01","33","76","Tegal Barat"
"02","33","76","Tegal Timur"
"03","33","76","Tegal Selatan"
"04","33","76","Margadana"
"01","34","01","Temon"
"02","34","01","Wates"
"03","34","01","Panjatan"
"04","34","01","Galur"
"05","34","01","Lendah"
"06","34","01","Sentolo"
"07","34","01","Pengasih"
"08","34","01","Kokap"
"09","34","01","Girimulyo"
"10","34","01","Nanggulan"
"11","34","01","Samigaluh"
"12","34","01","Kalibawang"
"01","34","02","Srandakan"
"02","34","02","Sanden"
"03","34","02","Kretek"
"04","34","02","Pundong"
"05","34","02","Bambanglipuro"
"06","34","02","Pandak"
"07","34","02","Pajangan"
"08","34","02","Bantul"
"09","34","02","Jetis"
"10","34","02","Imogiri"
"11","34","02","Dlingo"
"12","34","02","Banguntapan"
"13","34","02","Pleret"
"14","34","02","Piyungan"
"15","34","02","Sewon"
"16","34","02","Kasihan"
"17","34","02","Sedayu"
"01","34","03","Wonosari"
"02","34","03","Nglipar"
"03","34","03","Playen"
"04","34","03","Patuk"
"05","34","03","Paliyan"
"06","34","03","Panggang"
"07","34","03","Tepus"
"08","34","03","Semanu"
"09","34","03","Karangmojo"
"10","34","03","Ponjong"
"11","34","03","Rongkop"
"12","34","03","Semin"
"13","34","03","Ngawen"
"14","34","03","Gedangsari"
"15","34","03","Saptosari"
"16","34","03","Girisubo"
"17","34","03","Tanjungsari"
"18","34","03","Purwosari"
"01","34","04","Gamping"
"02","34","04","Godean"
"03","34","04","Moyudan"
"04","34","04","Minggir"
"05","34","04","Seyegan"
"06","34","04","Mlati"
"07","34","04","Depok"
"08","34","04","Berbah"
"09","34","04","Prambanan"
"10","34","04","Kalasan"
"11","34","04","Ngemplak"
"12","34","04","Ngaglik"
"13","34","04","Sleman"
"14","34","04","Tempel"
"15","34","04","Turi"
"16","34","04","Pakem"
"17","34","04","Cangkringan"
"01","34","71","Tegalrejo"
"02","34","71","Jetis"
"03","34","71","Gondokusuman"
"04","34","71","Danurejan"
"05","34","71","Gedongtengen"
"06","34","71","Ngampilan"
"07","34","71","Wirobrajan"
"08","34","71","Mantrijeron"
"09","34","71","Kraton"
"10","34","71","Gondomanan"
"11","34","71","Pakualaman"
"12","34","71","Mergangsan"
"13","34","71","Umbulharjo"
"14","34","71","Kotagede"
"01","35","01","Donorojo"
"02","35","01","Pringkuku"
"03","35","01","Punung"
"04","35","01","Pacitan"
"05","35","01","Kebonagung"
"06","35","01","Arjosari"
"07","35","01","Nawangan"
"08","35","01","Bandar"
"09","35","01","Tegalombo"
"10","35","01","Tulakan"
"11","35","01","Ngadirojo"
"12","35","01","Sudimoro"
"01","35","02","Slahung"
"02","35","02","Ngrayun"
"03","35","02","Bungkal"
"04","35","02","Sambit"
"05","35","02","Sawoo"
"06","35","02","Sooko"
"07","35","02","Pulung"
"08","35","02","Mlarak"
"09","35","02","Jetis"
"10","35","02","Siman"
"11","35","02","Balong"
"12","35","02","Kauman"
"13","35","02","Badegan"
"14","35","02","Sampung"
"15","35","02","Sukorejo"
"16","35","02","Babadan"
"17","35","02","Ponorogo"
"18","35","02","Jenangan"
"19","35","02","Ngebel"
"20","35","02","Jambon"
"21","35","02","Pudak"
"01","35","03","Panggul"
"02","35","03","Munjungan"
"03","35","03","Pule"
"04","35","03","Dongko"
"05","35","03","Tugu"
"06","35","03","Karangan"
"07","35","03","Kampak"
"08","35","03","Watulimo"
"09","35","03","Bendungan"
"10","35","03","Gandusari"
"11","35","03","Trenggalek"
"12","35","03","Pogalan"
"13","35","03","Durenan"
"14","35","03","Suruh"
"01","35","04","Tulungagung"
"02","35","04","Boyolangu"
"03","35","04","Kedungwaru"
"04","35","04","Ngantru"
"05","35","04","Kauman"
"06","35","04","Pagerwojo"
"07","35","04","Sendang"
"08","35","04","Karangrejo"
"09","35","04","Gondang"
"10","35","04","Sumbergempol"
"11","35","04","Ngunut"
"12","35","04","Pucanglaban"
"13","35","04","Rejotangan"
"14","35","04","Kalidawir"
"15","35","04","Besuki"
"16","35","04","Campurdarat"
"17","35","04","Bandung"
"18","35","04","Pakel"
"19","35","04","Tanggunggunung"
"01","35","05","Wonodadi"
"02","35","05","Udanawu"
"03","35","05","Srengat"
"04","35","05","Kademangan"
"05","35","05","Bakung"
"06","35","05","Ponggok"
"07","35","05","Sanankulon"
"08","35","05","Wonotirto"
"09","35","05","Nglegok"
"10","35","05","Kanigoro"
"11","35","05","Garum"
"12","35","05","Sutojayan"
"13","35","05","Panggungrejo"
"14","35","05","Talun"
"15","35","05","Gandusari"
"16","35","05","Binangun"
"17","35","05","Wlingi"
"18","35","05","Doko"
"19","35","05","Kesamben"
"20","35","05","Wates"
"21","35","05","Selorejo"
"22","35","05","Selopuro"
"01","35","06","Semen"
"02","35","06","Mojo"
"03","35","06","Kras"
"04","35","06","Ngadiluwih"
"05","35","06","Kandat"
"06","35","06","Wates"
"07","35","06","Ngancar"
"08","35","06","Puncu"
"09","35","06","Plosoklaten"
"10","35","06","Gurah"
"11","35","06","Pagu"
"12","35","06","Gampengrejo"
"13","35","06","Grogol"
"14","35","06","Papar"
"15","35","06","Purwoasri"
"16","35","06","Plemahan"
"17","35","06","Pare"
"18","35","06","Kepung"
"19","35","06","Kandangan"
"20","35","06","Tarokan"
"21","35","06","Kunjang"
